b827eb4a8f40a215,Gateway b827eb4a8f40a215,2022-12-01 00:00:02.586 +0000 UTC,2022-12-01 00:00:02.586 +0000 UTC,{}
6388d6fc68f319098a607b77,A1_4xAA,2022-12-01 16:31:56.657 +0000 UTC,2022-12-01 16:34:11.351 +0000 UTC,"{""codec"":""application/x-xlpp"",""lorawan"":{""appSKey"":""23158D3BBC31E6AF670D195B5AED5525"",""devAddr"":""26011DA1"",""devEUI"":""AA555A0026011DA1"",""nwkSEncKey"":""23158D3BBC31E6AF670D195B5AED5525"",""profile"":""WaziDev""}}"
6388d51d68f319098a607bb4,A2_solar_x2_01,2022-12-01 16:23:57.023 +0000 UTC,2022-12-01 16:24:13.128 +0000 UTC,"{""codec"":""application/x-xlpp"",""lorawan"":{""appSKey"":""23158D3BBC31E6AF670D195B5AED5525"",""devAddr"":""26011DA2"",""devEUI"":""AA555A0026011DA2"",""nwkSEncKey"":""23158D3BBC31E6AF670D195B5AED5525"",""profile"":""WaziDev""}}"
6388d62b68f319098a607bbf,A3_solar_x2_02,2022-12-01 16:28:27.918 +0000 UTC,2022-12-01 16:28:49.193 +0000 UTC,"{""codec"":""application/x-xlpp"",""lorawan"":{""appSKey"":""23158D3BBC31E6AF670D195B5AED5525"",""devAddr"":""26011DA3"",""devEUI"":""AA555A0026011DA3"",""nwkSEncKey"":""23158D3BBC31E6AF670D195B5AED5525"",""profile"":""WaziDev""}}"
6388d66268f319098a607bc5,A4_solar_x1_01,2022-12-01 16:29:22.513 +0000 UTC,2022-12-01 16:29:36.376 +0000 UTC,"{""codec"":""application/x-xlpp"",""lorawan"":{""appSKey"":""23158D3BBC31E6AF670D195B5AED5525"",""devAddr"":""26011DA4"",""devEUI"":""AA555A0026011DA4"",""nwkSEncKey"":""23158D3BBC31E6AF670D195B5AED5525"",""profile"":""WaziDev""}}"
